2018-09-14 11:31:38,330 - models/simple_chinese_bilstm/log/train.log - INFO - model_type     :	idcnn
2018-09-14 11:31:38,331 - models/simple_chinese_bilstm/log/train.log - INFO - num_chars      :	6874
2018-09-14 11:31:38,331 - models/simple_chinese_bilstm/log/train.log - INFO - char_dim       :	100
2018-09-14 11:31:38,331 - models/simple_chinese_bilstm/log/train.log - INFO - num_tags       :	17
2018-09-14 11:31:38,331 - models/simple_chinese_bilstm/log/train.log - INFO - seg_dim        :	20
2018-09-14 11:31:38,331 - models/simple_chinese_bilstm/log/train.log - INFO - lstm_dim       :	100
2018-09-14 11:31:38,331 - models/simple_chinese_bilstm/log/train.log - INFO - batch_size     :	20
2018-09-14 11:31:38,331 - models/simple_chinese_bilstm/log/train.log - INFO - emb_file       :	./extra_data/sc/w2v_model/zhwiki-embeddings-100.txt
2018-09-14 11:31:38,331 - models/simple_chinese_bilstm/log/train.log - INFO - clip           :	5
2018-09-14 11:31:38,331 - models/simple_chinese_bilstm/log/train.log - INFO - dropout_keep   :	0.5
2018-09-14 11:31:38,331 - models/simple_chinese_bilstm/log/train.log - INFO - optimizer      :	adam
2018-09-14 11:31:38,331 - models/simple_chinese_bilstm/log/train.log - INFO - lr             :	0.001
2018-09-14 11:31:38,331 - models/simple_chinese_bilstm/log/train.log - INFO - tag_schema     :	iobes
2018-09-14 11:31:38,331 - models/simple_chinese_bilstm/log/train.log - INFO - pre_emb        :	True
2018-09-14 11:31:38,331 - models/simple_chinese_bilstm/log/train.log - INFO - zeros          :	False
2018-09-14 11:31:38,331 - models/simple_chinese_bilstm/log/train.log - INFO - lower          :	True
2018-09-14 11:31:39,183 - models/simple_chinese_bilstm/log/train.log - INFO - Created model with fresh parameters.
2018-09-14 11:31:40,784 - models/simple_chinese_bilstm/log/train.log - INFO - Load pre-trained embedding.
2018-09-14 11:31:40,784 - models/simple_chinese_bilstm/log/train.log - INFO - start training
2018-09-14 21:18:37,848 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:7398/16782, NER loss: 2.984199
2018-09-14 21:18:40,347 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:7498/16782, NER loss: 2.543942
2018-09-14 21:18:43,162 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:7598/16782, NER loss: 3.466408
2018-09-14 21:18:45,750 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:7698/16782, NER loss: 2.989361
2018-09-14 21:18:48,260 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:7798/16782, NER loss: 2.733805
2018-09-14 21:18:50,856 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:7898/16782, NER loss: 2.846680
2018-09-14 21:18:53,620 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:7998/16782, NER loss: 3.145256
2018-09-14 21:18:56,461 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:8098/16782, NER loss: 3.149314
2018-09-14 21:18:59,197 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:8198/16782, NER loss: 2.953324
2018-09-14 21:19:01,778 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:8298/16782, NER loss: 2.915859
2018-09-14 21:19:04,571 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:8398/16782, NER loss: 3.313571
2018-09-14 21:19:07,031 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:8498/16782, NER loss: 2.729498
2018-09-14 21:19:09,392 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:8598/16782, NER loss: 2.612044
2018-09-14 21:19:11,886 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:8698/16782, NER loss: 2.613671
2018-09-14 21:19:14,774 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:8798/16782, NER loss: 3.542018
2018-09-14 21:19:17,363 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:8898/16782, NER loss: 2.911086
2018-09-14 21:19:20,039 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:8998/16782, NER loss: 2.971103
2018-09-14 21:19:22,614 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:9098/16782, NER loss: 2.990744
2018-09-14 21:19:25,250 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:9198/16782, NER loss: 3.111843
2018-09-14 21:19:27,961 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:9298/16782, NER loss: 2.994917
2018-09-14 21:19:30,360 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:9398/16782, NER loss: 2.504189
2018-09-14 21:19:32,800 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:9498/16782, NER loss: 2.589832
2018-09-14 21:19:35,371 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:9598/16782, NER loss: 2.891057
2018-09-14 21:19:38,030 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:9698/16782, NER loss: 2.908938
2018-09-14 21:19:40,698 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:9798/16782, NER loss: 3.040933
2018-09-14 21:19:43,511 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:9898/16782, NER loss: 3.232240
2018-09-14 21:19:45,912 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:9998/16782, NER loss: 2.414025
2018-09-14 21:19:48,297 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:10098/16782, NER loss: 2.500716
2018-09-14 21:19:50,697 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:10198/16782, NER loss: 2.680651
2018-09-14 21:19:53,261 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:10298/16782, NER loss: 2.943729
2018-09-14 21:19:56,160 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:10398/16782, NER loss: 3.591193
2018-09-14 21:19:58,945 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:10498/16782, NER loss: 3.088631
2018-09-14 21:20:01,428 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:10598/16782, NER loss: 2.920522
2018-09-14 21:20:04,168 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:10698/16782, NER loss: 3.041137
2018-09-14 21:20:07,031 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:10798/16782, NER loss: 3.039507
2018-09-14 21:20:09,614 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:10898/16782, NER loss: 2.950867
2018-09-14 21:20:12,655 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:10998/16782, NER loss: 3.572504
2018-09-14 21:20:15,061 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:11098/16782, NER loss: 2.590713
2018-09-14 21:20:17,744 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:11198/16782, NER loss: 3.423607
2018-09-14 21:20:20,186 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:11298/16782, NER loss: 2.709400
2018-09-14 21:20:22,811 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:11398/16782, NER loss: 2.938204
2018-09-14 21:20:25,498 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:11498/16782, NER loss: 2.917867
2018-09-14 21:20:27,984 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:11598/16782, NER loss: 2.906304
2018-09-14 21:20:30,581 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:11698/16782, NER loss: 2.823428
2018-09-14 21:20:33,112 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:11798/16782, NER loss: 2.743194
2018-09-14 21:20:35,751 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:11898/16782, NER loss: 3.044728
2018-09-14 21:20:38,394 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:11998/16782, NER loss: 2.847857
2018-09-14 21:20:40,903 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:12098/16782, NER loss: 2.841271
2018-09-14 21:20:43,509 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:12198/16782, NER loss: 2.833353
2018-09-14 21:20:45,937 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:12298/16782, NER loss: 2.574929
2018-09-14 21:20:48,425 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:12398/16782, NER loss: 2.478582
2018-09-14 21:20:51,081 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:12498/16782, NER loss: 2.977307
2018-09-14 21:20:53,593 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:12598/16782, NER loss: 2.850270
2018-09-14 21:20:56,452 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:12698/16782, NER loss: 3.148804
2018-09-14 21:20:58,999 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:12798/16782, NER loss: 2.972266
2018-09-14 21:21:01,853 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:12898/16782, NER loss: 3.443714
2018-09-14 21:21:04,581 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:12998/16782, NER loss: 3.118026
2018-09-14 21:21:06,774 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:13098/16782, NER loss: 2.289265
2018-09-14 21:21:09,260 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:13198/16782, NER loss: 2.832860
2018-09-14 21:21:11,899 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:13298/16782, NER loss: 3.081608
2018-09-14 21:21:14,669 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:13398/16782, NER loss: 3.191535
2018-09-14 21:21:17,182 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:13498/16782, NER loss: 2.510197
2018-09-14 21:21:19,903 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:13598/16782, NER loss: 3.301518
2018-09-14 21:21:22,626 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:13698/16782, NER loss: 3.349002
2018-09-14 21:21:25,219 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:13798/16782, NER loss: 2.899801
2018-09-14 21:21:27,789 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:13898/16782, NER loss: 2.846034
2018-09-14 21:21:30,233 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:13998/16782, NER loss: 3.088563
2018-09-14 21:21:32,856 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:14098/16782, NER loss: 3.002745
2018-09-14 21:21:35,579 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:14198/16782, NER loss: 3.062501
2018-09-14 21:21:38,101 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:14298/16782, NER loss: 2.750440
2018-09-14 21:21:40,866 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:14398/16782, NER loss: 2.966008
2018-09-14 21:21:43,895 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:14498/16782, NER loss: 4.049237
2018-09-14 21:21:46,569 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:14598/16782, NER loss: 3.162974
2018-09-14 21:21:49,222 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:14698/16782, NER loss: 3.023341
2018-09-14 21:21:51,775 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:14798/16782, NER loss: 3.627043
2018-09-14 21:21:54,364 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:14898/16782, NER loss: 2.829588
2018-09-14 21:21:56,620 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:14998/16782, NER loss: 2.614613
2018-09-14 21:21:58,732 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:15098/16782, NER loss: 2.218487
2018-09-14 21:22:01,142 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:15198/16782, NER loss: 2.493701
2018-09-14 21:22:03,941 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:15298/16782, NER loss: 3.012361
2018-09-14 21:22:06,653 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:15398/16782, NER loss: 3.349387
2018-09-14 21:22:09,155 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:15498/16782, NER loss: 2.770289
2018-09-14 21:22:11,911 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:15598/16782, NER loss: 3.092846
2018-09-14 21:22:14,382 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:15698/16782, NER loss: 3.038194
2018-09-14 21:22:16,839 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:15798/16782, NER loss: 2.738553
2018-09-14 21:22:19,386 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:15898/16782, NER loss: 2.694684
2018-09-14 21:22:22,336 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:15998/16782, NER loss: 3.643694
2018-09-14 21:22:24,654 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:16098/16782, NER loss: 2.324496
2018-09-14 21:22:27,393 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:16198/16782, NER loss: 3.139806
2018-09-14 21:22:29,945 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:16298/16782, NER loss: 3.095343
2018-09-14 21:22:32,483 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:16398/16782, NER loss: 2.870220
2018-09-14 21:22:34,972 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:16498/16782, NER loss: 2.863530
2018-09-14 21:22:37,590 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:16598/16782, NER loss: 2.861620
2018-09-14 21:22:40,136 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:62 step:16698/16782, NER loss: 3.050742
2018-09-14 21:22:42,173 - models/simple_chinese_bilstm/log/train.log - INFO - evaluate:dev
2018-09-14 21:23:42,953 - models/simple_chinese_bilstm/log/train.log - INFO - processed 2622378 tokens with 117557 phrases; found: 111031 phrases; correct: 88507.

2018-09-14 21:23:42,953 - models/simple_chinese_bilstm/log/train.log - INFO - accuracy:  96.26%; precision:  79.71%; recall:  75.29%; FB1:  77.44

2018-09-14 21:23:42,953 - models/simple_chinese_bilstm/log/train.log - INFO -               LOC: precision:  76.96%; recall:  81.61%; FB1:  79.22  59144

2018-09-14 21:23:42,953 - models/simple_chinese_bilstm/log/train.log - INFO -               ORG: precision:  72.38%; recall:  47.87%; FB1:  57.63  8180

2018-09-14 21:23:42,953 - models/simple_chinese_bilstm/log/train.log - INFO -               PER: precision:  82.99%; recall:  65.51%; FB1:  73.22  19456

2018-09-14 21:23:42,953 - models/simple_chinese_bilstm/log/train.log - INFO -              TIME: precision:  86.26%; recall:  84.48%; FB1:  85.36  24251

2018-09-14 21:23:42,997 - models/simple_chinese_bilstm/log/train.log - INFO - evaluate:test
2018-09-14 21:24:54,584 - models/simple_chinese_bilstm/log/train.log - INFO - processed 3086334 tokens with 138177 phrases; found: 130462 phrases; correct: 104297.

2018-09-14 21:24:54,584 - models/simple_chinese_bilstm/log/train.log - INFO - accuracy:  96.31%; precision:  79.94%; recall:  75.48%; FB1:  77.65

2018-09-14 21:24:54,584 - models/simple_chinese_bilstm/log/train.log - INFO -               LOC: precision:  77.50%; recall:  81.71%; FB1:  79.55  69283

2018-09-14 21:24:54,584 - models/simple_chinese_bilstm/log/train.log - INFO -               ORG: precision:  72.21%; recall:  48.86%; FB1:  58.29  9800

2018-09-14 21:24:54,584 - models/simple_chinese_bilstm/log/train.log - INFO -               PER: precision:  83.59%; recall:  66.03%; FB1:  73.78  23119

2018-09-14 21:24:54,585 - models/simple_chinese_bilstm/log/train.log - INFO -              TIME: precision:  85.64%; recall:  84.30%; FB1:  84.97  28260

2018-09-14 21:24:55,062 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:16/16782, NER loss: 2.918870
2018-09-14 21:24:57,816 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:116/16782, NER loss: 3.131336
2018-09-14 21:25:00,329 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:216/16782, NER loss: 2.782017
2018-09-14 21:25:02,777 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:316/16782, NER loss: 2.535791
2018-09-14 21:25:05,170 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:416/16782, NER loss: 2.632129
2018-09-14 21:25:07,913 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:516/16782, NER loss: 3.290752
2018-09-14 21:25:10,494 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:616/16782, NER loss: 2.780863
2018-09-14 21:25:13,171 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:716/16782, NER loss: 3.087935
2018-09-14 21:25:16,028 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:816/16782, NER loss: 3.343153
2018-09-14 21:25:19,281 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:916/16782, NER loss: 4.945065
2018-09-14 21:25:21,838 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:1016/16782, NER loss: 3.165257
2018-09-14 21:25:24,342 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:1116/16782, NER loss: 2.762177
2018-09-14 21:25:27,051 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:1216/16782, NER loss: 3.272909
2018-09-14 21:25:29,579 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:1316/16782, NER loss: 2.639055
2018-09-14 21:25:32,490 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:1416/16782, NER loss: 3.418560
2018-09-14 21:25:35,038 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:1516/16782, NER loss: 2.948655
2018-09-14 21:25:37,326 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:1616/16782, NER loss: 2.665060
2018-09-14 21:25:39,776 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:1716/16782, NER loss: 2.841908
2018-09-14 21:25:42,046 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:1816/16782, NER loss: 2.431640
2018-09-14 21:25:44,648 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:1916/16782, NER loss: 3.878689
2018-09-14 21:25:47,239 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:2016/16782, NER loss: 3.101753
2018-09-14 21:25:49,706 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:2116/16782, NER loss: 2.887994
2018-09-14 21:25:52,288 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:2216/16782, NER loss: 3.010750
2018-09-14 21:25:55,097 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:2316/16782, NER loss: 3.326229
2018-09-14 21:25:57,638 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:2416/16782, NER loss: 2.799360
2018-09-14 21:26:00,205 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:2516/16782, NER loss: 2.986146
2018-09-14 21:26:03,187 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:2616/16782, NER loss: 4.200580
2018-09-14 21:26:05,930 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:2716/16782, NER loss: 3.202224
2018-09-14 21:26:08,482 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:2816/16782, NER loss: 3.139413
2018-09-14 21:26:11,175 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:2916/16782, NER loss: 3.190659
2018-09-14 21:26:13,924 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:3016/16782, NER loss: 3.239806
2018-09-14 21:26:16,551 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:3116/16782, NER loss: 2.963070
2018-09-14 21:26:18,865 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:3216/16782, NER loss: 2.464122
2018-09-14 21:26:21,417 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:3316/16782, NER loss: 3.130746
2018-09-14 21:26:23,970 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:3416/16782, NER loss: 2.861554
2018-09-14 21:26:26,562 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:3516/16782, NER loss: 3.698583
2018-09-14 21:26:28,966 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:3616/16782, NER loss: 3.183252
2018-09-14 21:26:31,474 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:3716/16782, NER loss: 2.940649
2018-09-14 21:26:34,166 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:3816/16782, NER loss: 3.271991
2018-09-14 21:26:36,716 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:3916/16782, NER loss: 2.990323
2018-09-14 21:26:39,540 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:4016/16782, NER loss: 3.298728
2018-09-14 21:26:42,108 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:4116/16782, NER loss: 2.870359
2018-09-14 21:26:44,516 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:4216/16782, NER loss: 2.861038
2018-09-14 21:26:47,009 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:4316/16782, NER loss: 2.613566
2018-09-14 21:26:49,829 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:4416/16782, NER loss: 3.563651
2018-09-14 21:26:52,708 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:4516/16782, NER loss: 3.542931
2018-09-14 21:26:55,496 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:4616/16782, NER loss: 3.433753
2018-09-14 21:26:58,345 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:4716/16782, NER loss: 3.237098
2018-09-14 21:27:01,054 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:4816/16782, NER loss: 3.015962
2018-09-14 21:27:03,421 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:4916/16782, NER loss: 2.475950
2018-09-14 21:27:05,959 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:5016/16782, NER loss: 2.878328
2018-09-14 21:27:08,514 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:5116/16782, NER loss: 2.659969
2018-09-14 21:27:11,274 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:5216/16782, NER loss: 3.091554
2018-09-14 21:27:13,759 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:5316/16782, NER loss: 2.710321
2018-09-14 21:27:16,271 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:5416/16782, NER loss: 3.030341
2018-09-14 21:27:18,850 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:5516/16782, NER loss: 2.898416
2018-09-14 21:27:21,335 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:5616/16782, NER loss: 2.638915
2018-09-14 21:27:23,791 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:5716/16782, NER loss: 2.641548
2018-09-14 21:27:26,535 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:5816/16782, NER loss: 3.263701
2018-09-14 21:27:29,568 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:5916/16782, NER loss: 3.785730
2018-09-14 21:27:32,121 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:6016/16782, NER loss: 3.005361
2018-09-14 21:27:34,513 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:6116/16782, NER loss: 2.440256
2018-09-14 21:27:37,053 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:6216/16782, NER loss: 2.932784
2018-09-14 21:27:39,505 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:6316/16782, NER loss: 2.624851
2018-09-14 21:27:42,181 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:6416/16782, NER loss: 3.021111
2018-09-14 21:27:44,811 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:6516/16782, NER loss: 2.735075
2018-09-14 21:27:47,425 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:6616/16782, NER loss: 3.134231
2018-09-14 21:27:49,957 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:6716/16782, NER loss: 2.826053
2018-09-14 21:27:52,780 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:6816/16782, NER loss: 3.498061
2018-09-14 21:27:55,474 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:6916/16782, NER loss: 3.036706
2018-09-14 21:27:58,267 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:7016/16782, NER loss: 3.233732
2018-09-14 21:28:00,760 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:7116/16782, NER loss: 2.836258
2018-09-14 21:28:03,396 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:7216/16782, NER loss: 2.965842
2018-09-14 21:28:05,905 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:7316/16782, NER loss: 2.928618
2018-09-14 21:28:08,378 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:7416/16782, NER loss: 2.671786
2018-09-14 21:28:10,865 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:7516/16782, NER loss: 2.806025
2018-09-14 21:28:13,606 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:7616/16782, NER loss: 3.353793
2018-09-14 21:28:16,164 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:7716/16782, NER loss: 2.804078
2018-09-14 21:28:18,850 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:7816/16782, NER loss: 2.974869
2018-09-14 21:28:21,460 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:7916/16782, NER loss: 2.944384
2018-09-14 21:28:24,185 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:8016/16782, NER loss: 3.200350
2018-09-14 21:28:26,608 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:8116/16782, NER loss: 2.657027
2018-09-14 21:28:29,031 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:8216/16782, NER loss: 2.943589
2018-09-14 21:28:31,805 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:8316/16782, NER loss: 3.456675
2018-09-14 21:28:34,601 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:8416/16782, NER loss: 3.149716
2018-09-14 21:28:37,215 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:8516/16782, NER loss: 2.914392
2018-09-14 21:28:39,637 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:8616/16782, NER loss: 2.695533
2018-09-14 21:28:42,385 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:8716/16782, NER loss: 3.290250
2018-09-14 21:28:45,109 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:8816/16782, NER loss: 3.259181
2018-09-14 21:28:47,737 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:8916/16782, NER loss: 2.875784
2018-09-14 21:28:50,001 - models/simple_chinese_bilstm/log/train.log - INFO - iteration:63 step:9016/16782, NER loss: 2.315598
